dataset_type,density,model,noise_level,method,mse,chamfer_distance,max_error,mean_error,normal_consistency,density_ratio
synthetic,D02,sphere,L04,bipartite_graph_denoising,0.00012647640687397617,0.01123145359895237,0.027365487616578053,0.011246172987909095,0.8196321162984962,1.0
synthetic,D02,sphere,L04,Weighted multi projection,9.454907864717466e-05,0.011461560219192802,0.026265558436857985,0.009723635053166828,0.8473826307643579,1.0
synthetic,D02,vase,L01,Noisy,7.515293590583509e-07,0.0007989632015074582,0.002243965017552607,0.0008669079299777751,0.9995205815459627,1.0
synthetic,D02,vase,L01,Bilateral,2.3413825891354473e-06,0.0012405028980539876,0.00836363484199883,0.001530157700740498,0.9985957176455803,1.0
synthetic,D02,vase,L01,Guided Filter,8.370054927548346e-06,0.0022680852238078563,0.009757156827484634,0.00289310472115137,0.9980423702450889,1.0
synthetic,D02,vase,L01,bipartite_graph_denoising,1.2408740524347014e-05,0.0030530601717610193,0.008737395833827051,0.003522604224767099,0.9979706908863956,1.0
synthetic,D02,vase,L01,Weighted multi projection,8.370054927548346e-06,0.0022680852238078563,0.009757156827484634,0.00289310472115137,0.9980423702450889,1.0
synthetic,D02,vase,L02,Noisy,1.0949577559019532e-05,0.0030346567655634,0.008215920033690647,0.0033090145903304103,0.9974459399754813,1.0
synthetic,D02,vase,L02,Bilateral,1.0548481644556542e-05,0.002787374284438879,0.009785074046392865,0.0032478426138833364,0.997857711898773,1.0
synthetic,D02,vase,L02,Guided Filter,2.361127522562691e-05,0.0036077309749967057,0.013136017427349485,0.004859143466252763,0.996260556832011,1.0
synthetic,D02,vase,L02,bipartite_graph_denoising,2.0522685767432933e-05,0.003625314676224552,0.011014764156810682,0.004530197100285255,0.9965259812611723,1.0
synthetic,D02,vase,L02,Weighted multi projection,2.361127522562691e-05,0.0036077309749967057,0.013136017427349485,0.004859143466252763,0.996260556832011,1.0
synthetic,D02,vase,L03,Noisy,3.865130432943771e-05,0.006659931790022869,0.015270964671558898,0.006217017317768843,0.959408905585842,1.0
synthetic,D02,vase,L03,Bilateral,3.324920812112138e-05,0.00509179602620212,0.01717211235318659,0.005766212632319535,0.9751689857860962,1.0
synthetic,D02,vase,L03,Guided Filter,5.262373483837791e-05,0.006857297048770638,0.01708187545323991,0.007254221863051744,0.9475310944226963,1.0
synthetic,D02,vase,L03,bipartite_graph_denoising,5.297378462310024e-05,0.006457831731564691,0.017019002937971234,0.0072783091871052195,0.9480432893228541,1.0
synthetic,D02,vase,L03,Weighted multi projection,5.262373483837791e-05,0.006857297048770638,0.01708187545323991,0.007254221863051744,0.9475310944226963,1.0
synthetic,D02,vase,L04,Noisy,6.076656482416299e-05,0.010349963363231011,0.021007479287149106,0.007795291195597698,0.7800697628967564,1.0
synthetic,D02,vase,L04,Bilateral,6.250692893835777e-05,0.00894619350013133,0.025859972695516126,0.007906132362815448,0.8067322209298716,1.0
synthetic,D02,vase,L04,Guided Filter,7.061721933536288e-05,0.010576022066490593,0.021007479287149106,0.008403405222608445,0.7545729197060769,1.0
synthetic,D02,vase,L04,bipartite_graph_denoising,8.940059796896543e-05,0.010345082132180267,0.023716507683791542,0.009455188944117692,0.700200161693501,1.0
synthetic,D02,vase,L04,Weighted multi projection,7.061721933536288e-05,0.010576022066490593,0.021007479287149106,0.008403405222608445,0.7545729197060769,1.0
real,,real_1,,Bilateral,6.661531919442816e-05,0.005106012351327112,0.052057943784255906,0.008161820825920412,0.933632310379438,1.0
real,,real_1,,Guided Filter,7.288782633065596e-06,0.0012084888747139829,0.01470811839019712,0.002699774552266466,0.9861354418686736,1.0
real,,real_1,,bipartite_graph_denoising,0.0009931151228736656,0.015010972144701993,1.2408279366979538,0.03151372911722231,0.868071178733328,1.0
real,,real_1,,Weighted multi projection,7.288782633065596e-06,0.0012084888747139829,0.01470811839019712,0.002699774552266466,0.9861354418686736,1.0
real,,real_2,,Bilateral,6.193921986065992e-05,0.004990580838593536,0.04931461005719075,0.007870147384938856,0.9259714200696646,1.0
real,,real_2,,Guided Filter,7.676935255700627e-06,0.0012614490733334933,0.014708387731948148,0.0027707282897643766,0.9811355316399704,1.0
real,,real_2,,bipartite_graph_denoising,0.000794841508014032,0.013329000090506884,1.0835607982626545,0.028192933653914627,0.8890821393011115,1.0
real,,real_2,,Weighted multi projection,7.676935255700627e-06,0.0012614490733334933,0.014708387731948148,0.0027707282897643766,0.9811355316399704,1.0
real,,real_3,,Bilateral,0.00010710846835875821,0.006120840389480475,0.09755886941621775,0.01034932212073613,0.9996681739660583,1.0
real,,real_3,,Guided Filter,2.9174387491704273e-06,0.0006002797673161646,0.010807298591563078,0.0017080511553142744,0.9999999999958227,1.0
real,,real_3,,bipartite_graph_denoising,0.0034293842164556474,0.025817567855420567,4.852972462927564,0.05856094446348733,0.8963307627475918,1.0
real,,real_3,,Weighted multi projection,2.9174387491704273e-06,0.0006002797673161646,0.010807298591563078,0.0017080511553142744,0.9999999999958227,1.0
